,agency_name,city,agency_url
8,State Transit Sydney,sydney,http://transportnsw.info
9,State Transit Sydney,sydney,http://transportnsw.info
10,State Transit Sydney,sydney,http://transportnsw.info
11,Transdev NSW,sydney,http://transportnsw.info
12,Transdev NSW,sydney,http://transportnsw.info
13,Dions Bus Service,sydney,http://transportnsw.info
14,Stuarts Coaches,sydney,http://transportnsw.info
15,Transdev NSW,sydney,http://transportnsw.info
16,Forest Coach Lines,sydney,http://transportnsw.info
17,Busabout,sydney,http://transportnsw.info
18,Rover Coaches,sydney,http://transportnsw.info
19,Lithgow Buslines,sydney,http://transportnsw.info
20,Bathurst Buslines,sydney,http://transportnsw.info
21,Hunter Valley Buses,sydney,http://transportnsw.info
22,Port Stephens Coaches,sydney,http://transportnsw.info
23,Cronulla Ferries,sydney,http://transportnsw.info
24,Palm Beach Ferry Service,sydney,http://transportnsw.info
25,Brooklyn Ferry Service,sydney,http://transportnsw.info
26,Central Coast Ferries,sydney,http://transportnsw.info
27,Church Point Ferry Service,sydney,http://transportnsw.info
28,Captain Cook Cruises,sydney,http://transportnsw.info
29,Manly Fast Ferry,sydney,http://transportnsw.info
30,train replacement bus operators,sydney,http://transportnsw.info
31,train replacement bus operators,sydney,http://transportnsw.info
32,Hunter Valley Buses,sydney,http://transportnsw.info
33,Northern Rivers Buslines,sydney,http://transportnsw.info
34,Tamworth Buslines,sydney,http://transportnsw.info
35,Surfside Buslines,sydney,http://transportnsw.info
36,Premier Motor Service,sydney,http://transportnsw.info
37,Quinns Coaches ,sydney,http://transportnsw.info
38,Dunoon Bus Service,sydney,http://transportnsw.info
39,Waller's Bus Company ,sydney,http://transportnsw.info
40,Murwillumbah Bus Company ,sydney,http://transportnsw.info
41,Parsons Bus Service ,sydney,http://transportnsw.info
42,Gosel's Bus Service,sydney,http://transportnsw.info
43,Bhangla Singh's Bus Service ,sydney,http://transportnsw.info
44,Blanch's Bus Company,sydney,http://transportnsw.info
45,Ballina Buslines,sydney,http://transportnsw.info
46,Watson's Bus Service ,sydney,http://transportnsw.info
47,Casino Bus Service ,sydney,http://transportnsw.info
48,Ryans Bus Service ,sydney,http://transportnsw.info
49,Lawrence Bus Service,sydney,http://transportnsw.info
50,Sawtell Coaches,sydney,http://transportnsw.info
51,Michael Jillett,sydney,http://transportnsw.info
52,Reynolds & Fogarty,sydney,http://transportnsw.info
53,Wolters Bus & Coach Service,sydney,http://transportnsw.info
54,Inverell Bus Service ,sydney,http://transportnsw.info
55,Symes Coaches,sydney,http://transportnsw.info
56,Edwards Coaches,sydney,http://transportnsw.info
57,Hannafords Bus Service ,sydney,http://transportnsw.info
58,Hopes Bus Service ,sydney,http://transportnsw.info
59,Millerds Bus Service,sydney,http://transportnsw.info
60,Cavanaghs Bus Company ,sydney,http://transportnsw.info
61,Busways (Port Macquarie),sydney,http://transportnsw.info
62,Tinonee Bus Company ,sydney,http://transportnsw.info
63,Eggins Comfort Coaches,sydney,http://transportnsw.info
64,Busways (Great Lakes),sydney,http://transportnsw.info
65,Forster Coaches,sydney,http://transportnsw.info
66,Osborn Bus Service ,sydney,http://transportnsw.info
67,Ogden's Coaches ,sydney,http://transportnsw.info
68,Wingham Coaches,sydney,http://transportnsw.info
69,Brunswick Valley Coaches,sydney,http://transportnsw.info
70,Clarence River Ferries,sydney,http://transportnsw.info
71,State Transit Newcastle,sydney,http://transportnsw.info
72,Busways Central Coast,sydney,http://transportnsw.info
73,Red Bus Service,sydney,http://transportnsw.info
74,Blue Mountains Transit,sydney,http://transportnsw.info
75,Premier Charters,sydney,http://transportnsw.info
76,Premier Illawarra,sydney,http://transportnsw.info
77,Coastal Liner,sydney,http://transportnsw.info
78,Busways Grafton,sydney,http://transportnsw.info
79,Dions Bus Service,sydney,http://transportnsw.info
80,NightRide,sydney,http://transportnsw.info
81,NightRide,sydney,http://transportnsw.info
82,NightRide,sydney,http://transportnsw.info
83,NightRide,sydney,http://transportnsw.info
84,NightRide,sydney,http://transportnsw.info
85,NightRide,sydney,http://transportnsw.info
86,NightRide,sydney,http://transportnsw.info
87,NightRide,sydney,http://transportnsw.info
88,NightRide,sydney,http://transportnsw.info
89,NightRide,sydney,http://transportnsw.info
90,NightRide,sydney,http://transportnsw.info
91,NightRide,sydney,http://transportnsw.info
92,NightRide,sydney,http://transportnsw.info
93,Kiama Coachlines,sydney,http://transportnsw.info
94,Picton Buslines,sydney,http://transportnsw.info
95,Port Stephens Coaches,sydney,http://transportnsw.info
96,NSW TrainLink Train,sydney,http://transportnsw.info
97,Intercity Train,sydney,http://transportnsw.info
98,NSW TrainLink Coach,sydney,http://transportnsw.info
99,Sydney Light Rail,sydney,http://transportnsw.info
100,Berrima Buslines,sydney,http://transportnsw.info
101,Shoal Bus,sydney,http://transportnsw.info
102,Dubbo Buslines,sydney,http://transportnsw.info
103,Orange Buslines ,sydney,http://transportnsw.info
104,Newman's Bus Service ,sydney,http://transportnsw.info
105,Western Road Liners ,sydney,http://transportnsw.info
106,Forbes Bus Lines,sydney,http://transportnsw.info
107,Murton's City Bus,sydney,http://transportnsw.info
108,Cowra Bus Service ,sydney,http://transportnsw.info
109,Griffith Buslines ,sydney,http://transportnsw.info
110,PBC Goulburn ,sydney,http://transportnsw.info
111,Crookwell Bus Service,sydney,http://transportnsw.info
112,Premier Motor Service,sydney,http://transportnsw.info
113,Sunraysia Buslines,sydney,http://transportnsw.info
114,Busabout Wagga ,sydney,http://transportnsw.info
115,Junee Buses,sydney,http://transportnsw.info
116,Allen's Coaches,sydney,http://transportnsw.info
117,QCity Transit,sydney,http://transportnsw.info
118,Transborder Express ,sydney,http://transportnsw.info
119,Murrays Coaches,sydney,http://transportnsw.info
120,Purtill Brothers,sydney,http://transportnsw.info
121,Newtons Bus Service,sydney,http://transportnsw.info
122,Ulladulla Buslines ,sydney,http://transportnsw.info
123,Priors Bus Service,sydney,http://transportnsw.info
124,Symons Bus & Coach Service ,sydney,http://transportnsw.info
125,Cooma Coaches,sydney,http://transportnsw.info
126,Martins Albury ,sydney,http://transportnsw.info
127,Dysons ,sydney,http://transportnsw.info
128,Cann's Buslines ,sydney,http://transportnsw.info
129,Sapphire Coast Buslines,sydney,http://transportnsw.info
130,Bega Valley Coaches ,sydney,http://transportnsw.info
131,Sapphire Coast Buslines,sydney,http://transportnsw.info
132,Nowra Coaches,sydney,http://transportnsw.info
133,Kennedys Bus Service,sydney,http://transportnsw.info
134,Sydney Ferries,sydney,http://transportnsw.info
135,train replacement buses,sydney,http://transportnsw.info
136,Newcastle Buses and Ferries,sydney,http://transportnsw.info
137,Sydney Olympic Park Major Event Buses,sydney,http://transportnsw.info
138,Special Event Buses,sydney,http://transportnsw.info
139,State Transit,sydney,http://transportnsw.info
0,Tisséo,Toulouse,http://www.tisseo.fr
0,TreniItalia,Turin,http://www.trenitalia.com/
0,Gruppo Torinese Trasporti,Turin,http://www.gtt.to.it
1,GTT servizio extraurbano,Turin,http://www.gtt.to.it
2,Gruppo Torinese Trasporti,Turin,http://www.gtt.to.it
3,GTT Servizi Turistici,Turin,http://www.gtt.to.it
4,Trenitalia,Turin,http://www.trenitalia.com
0,GTT,Turin,http://www.sfmtorino.it
1,TRENITALIA,Turin,http://www.sfmtorino.it
0,Potomac and Rappahannock Transportation Commission,Washington,http://www.prtctransit.org
0,Montgomery County MD Ride On,Washington,http://www.montgomerycountymd.gov/dot-transit/index.html
0,Regional Transportation Agency of Central Maryland,Washington,http://www.transitrta.com/
0,Montgomery County MD Ride On,Washington,http://www.montgomerycountymd.gov/dot-transit/index.html
0,Regional Transportation Agency of Central Maryland,Washington,http://www.transitrta.com/
0,Annapolis Transit,Washington,http://www.annapolis.gov/government/city-departments/transportation/bus-routes-and-schedules
0,Queen Anne's County Ride,Washington,http://www.qac.org/181/County-Ride
0,BWI Thurgood Marshall Airport,Washington,http://www.bwiairport.com/en
0,Carroll Transit System,Washington,http://www.carrolltransitsystem.com/routes-schedules.asp
0,Harford Transit LINK,Washington,http://www.harfordtransit.org/
0,Cecil Transit,Washington,http://www.ccgov.org/government/community-services/cecil-transit
0,Carroll Transit System,Washington,http://www.carrolltransitsystem.com/routes-schedules.asp
0,Arlington Transit,Washington,http://www.arlingtontransit.com
0,DC Circulator,Washington,http://www.dccirculator.com
1,MET,Washington,http://www.wmata.com/tripplanner
0,Alexandria Transit Company (DASH),Washington,http://www.dashbus.com
0,Fairfax Connector,Washington,http://www.fairfaxconnector.com
